id,name,current_price,market_cap,total_volume,high_24h,low_24h,price_change_percentage_24h,last_updated,time_stamp
kava,Kava,0.541775,587511634,15791321.0,0.567219,0.540862,-2.43654,2025-01-07T12:32:11.903Z,07-01-2025_18-11-46
blur,Blur,0.270875,575622154,75987723.0,0.282906,0.270857,-1.31883,2025-01-07T12:32:17.992Z,07-01-2025_18-11-46
kusama,Kusama,35.72,570183320,19463093.0,37.38,35.51,-1.02471,2025-01-07T12:32:12.209Z,07-01-2025_18-11-46
snek,Snek,0.00757127,562352900,2904654.0,0.00770092,0.0070767,4.81155,2025-01-07T12:32:15.331Z,07-01-2025_18-11-46
nervos-network,Nervos Network,0.01224141,557341768,39637495.0,0.01299031,0.01216885,-2.6852,2025-01-07T12:32:15.718Z,07-01-2025_18-11-46
beldex,Beldex,0.080623,557317612,7756927.0,0.082518,0.078853,0.12408,2025-01-07T12:32:17.124Z,07-01-2025_18-11-46
morpho,Morpho,3.34,552185455,45455999.0,3.47,3.24,-0.08435,2025-01-07T12:32:14.185Z,07-01-2025_18-11-46
arkham,Arkham,1.65,550184983,78148701.0,1.76,1.64,-0.64854,2025-01-07T12:32:17.554Z,07-01-2025_18-11-46
baby-doge-coin,Baby Doge Coin,3.331e-09,546153274,54007453.0,3.541e-09,3.304e-09,-0.2618,2025-01-07T12:32:17.121Z,07-01-2025_18-11-46
apenft,APENFT,5.50183e-07,544818009,31620941.0,5.57271e-07,5.4186e-07,1.03142,2025-01-07T12:32:16.430Z,07-01-2025_18-11-46
bitcoin-avalanche-bridged-btc-b,Avalanche Bridged BTC (Avalanche),100700.0,536392312,33694582.0,102489.0,98975.0,1.33856,2025-01-07T12:32:17.895Z,07-01-2025_18-11-46
frax-ether,Frax Ether,3623.92,535320142,1497050.0,3726.15,3615.03,-0.48043,2025-01-07T12:32:20.452Z,07-01-2025_18-11-46
pax-gold,PAX Gold,2655.62,531161333,12004037.0,2662.35,2633.86,0.18156,2025-01-07T12:32:14.266Z,07-01-2025_18-11-46
pumpbtc,pumpBTC,99047.0,527620353,25271.0,102002.0,97716.0,1.01988,2025-01-07T12:32:14.567Z,07-01-2025_18-11-46
polygon-pos-bridged-weth-polygon-pos,Polygon PoS Bridged WETH (Polygon POS),3627.46,523322592,30197792.0,3736.15,3624.14,-0.73271,2025-01-07T12:32:20.625Z,07-01-2025_18-11-46
aixbt,aixbt by Virtuals,0.520427,520303767,87348162.0,0.600757,0.514816,-6.84016,2025-01-07T12:32:16.212Z,07-01-2025_18-11-46
vana,Vana,16.88,519765024,58695564.0,17.8,16.82,-2.89284,2025-01-07T12:32:18.424Z,07-01-2025_18-11-46
chex-token,CHEX Token,0.508728,510911996,1669442.0,0.511661,0.456347,11.19979,2025-01-07T12:32:18.545Z,07-01-2025_18-11-46
creditcoin-2,Creditcoin,1.21,509807334,44514599.0,1.27,1.2,0.23153,2025-01-07T12:32:19.002Z,07-01-2025_18-11-46
trust-wallet-token,Trust Wallet,1.22,509736414,15800099.0,1.27,1.22,-1.61039,2025-01-07T12:32:18.479Z,07-01-2025_18-11-46
dash,Dash,42.09,509470652,66074961.0,44.63,42.09,-3.00185,2025-01-07T12:32:20.236Z,07-01-2025_18-11-46
goatseus-maximus,Goatseus Maximus,0.506881,507996782,134011220.0,0.539019,0.50434,-2.209,2025-01-07T12:32:11.558Z,07-01-2025_18-11-46
ether-fi,Ether.fi,2.33,506433732,124509653.0,2.5,2.33,-3.43049,2025-01-07T12:32:20.612Z,07-01-2025_18-11-46
paypal-usd,PayPal USD,0.99927,499585493,17577146.0,1.007,0.995804,0.01153,2025-01-07T12:32:15.078Z,07-01-2025_18-11-46
true-usd,TrueUSD,0.997199,494205639,31805313.0,1.008,0.994977,-0.2824,2025-01-07T12:32:18.317Z,07-01-2025_18-11-46
swarms,Swarms,0.479321,490968925,413954971.0,0.605474,0.388071,23.51375,2025-01-07T12:32:17.331Z,07-01-2025_18-11-46
telcoin,Telcoin,0.00630213,490334406,1093502.0,0.0066283,0.0061827,-0.38196,2025-01-07T12:32:18.004Z,07-01-2025_18-11-46
astar,Astar,0.065396,487231570,19801270.0,0.069022,0.065241,-3.3597,2025-01-07T12:32:17.008Z,07-01-2025_18-11-46
griffain,GRIFFAIN,0.476162,478167958,80465138.0,0.525716,0.463333,0.6727,2025-01-07T12:32:20.738Z,07-01-2025_18-11-46
sweth,Swell Ethereum,3906.03,473852069,366327.0,4021.53,3899.67,-0.62284,2025-01-07T12:32:16.413Z,07-01-2025_18-11-46
theta-fuel,Theta Fuel,0.069166,471163882,6516101.0,0.072053,0.069256,-1.91436,2025-01-07T12:32:17.348Z,07-01-2025_18-11-46
io,io.net,3.65,470709659,115363314.0,4.03,3.64,-5.02135,2025-01-07T12:32:11.566Z,07-01-2025_18-11-46
stader-ethx,Stader ETHx,3747.48,468577909,27643.0,3911.51,3729.87,-2.17373,2025-01-07T12:32:16.372Z,07-01-2025_18-11-46
agentfun-ai,AgentFun.AI,4.67,467639486,36775.0,4.88,4.66,-0.91061,2025-01-07T12:32:16.115Z,07-01-2025_18-11-46
book-of-meme,BOOK OF MEME,0.00671678,464037295,128798643.0,0.00716869,0.00672145,-2.66671,2025-01-07T12:32:18.837Z,07-01-2025_18-11-46
usual,Usual,0.919218,463915589,158041887.0,1.005,0.916399,-6.009,2025-01-07T12:32:18.193Z,07-01-2025_18-11-46
mocaverse,Moca Network,0.291623,463889099,91471469.0,0.306561,0.291962,-3.67443,2025-01-07T12:32:14.396Z,07-01-2025_18-11-46
tbtc,tBTC,100536.0,459514207,9415726.0,102193.0,98192.0,1.74392,2025-01-07T12:32:17.528Z,07-01-2025_18-11-46
super-oeth,Super OETH,3629.02,456359906,8832974.0,3736.6,3622.82,-0.65228,2025-01-07T12:32:16.376Z,07-01-2025_18-11-46
woo-network,WOO,0.244366,455299251,16024935.0,0.260788,0.243374,-3.73335,2025-01-07T12:32:19.362Z,07-01-2025_18-11-46
holotoken,Holo,0.00256129,454946392,14751345.0,0.00269393,0.00256175,-1.46956,2025-01-07T12:32:21.031Z,07-01-2025_18-11-46
zilliqa,Zilliqa,0.02339136,452945908,35486717.0,0.02495514,0.02337857,-2.18557,2025-01-07T12:32:20.919Z,07-01-2025_18-11-46
zerebro,Zerebro,0.450386,450373328,178211689.0,0.578051,0.449116,-11.24965,2025-01-07T12:32:12.766Z,07-01-2025_18-11-46
zencash,Horizen,28.35,448077745,40355671.0,29.55,27.85,0.91969,2025-01-07T12:32:21.032Z,07-01-2025_18-11-46
ondo-us-dollar-yield,Ondo US Dollar Yield,1.065,447064518,5604073.0,1.089,1.064,-0.12487,2025-01-07T12:32:14.237Z,07-01-2025_18-11-46
0x,0x Protocol,0.525351,445501887,53828068.0,0.556294,0.525166,-2.75824,2025-01-07T12:32:16.108Z,07-01-2025_18-11-46
just,JUST,0.04392349,435510650,173499294.0,0.04730892,0.04389999,-0.97678,2025-01-07T12:32:13.627Z,07-01-2025_18-11-46
enjincoin,Enjin Coin,0.242464,434600066,20089011.0,0.254699,0.241504,-0.70738,2025-01-07T12:32:09.136Z,07-01-2025_18-11-46
neiro-3,Neiro,0.00102756,432215627,147414884.0,0.00113271,0.00102742,-3.06965,2025-01-07T12:32:13.458Z,07-01-2025_18-11-46
bridged-usdc-polygon-pos-bridge,Bridged USDC (Polygon PoS Bridge),0.999994,427517955,28571344.0,1.006,0.996703,0.04516,2025-01-07T12:32:06.060Z,07-01-2025_18-11-46
aethir,Aethir,0.075642,425339312,56089409.0,0.078383,0.072977,3.10704,2025-01-07T12:32:15.970Z,07-01-2025_18-11-46
magic-eden,Magic Eden,3.25,422508399,95609144.0,3.45,3.25,-4.23106,2025-01-07T12:32:13.577Z,07-01-2025_18-11-46
stepn,GMT,0.160618,421331752,157424096.0,0.169672,0.160063,-1.67974,2025-01-07T12:32:17.417Z,07-01-2025_18-11-46
deep,DeepBook,0.165523,416106500,17705010.0,0.183865,0.159426,-4.01375,2025-01-07T12:32:18.987Z,07-01-2025_18-11-46
convex-finance,Convex Finance,5.07,415739730,46110640.0,5.35,5.07,-1.28454,2025-01-07T12:32:20.475Z,07-01-2025_18-11-46
golem,Golem,0.414579,414672098,18639466.0,0.435936,0.414486,-1.73722,2025-01-07T12:32:20.914Z,07-01-2025_18-11-46
wemix-token,WEMIX,0.979178,408465456,47311509.0,1.081,0.826149,17.10106,2025-01-07T12:32:20.851Z,07-01-2025_18-11-46
verus-coin,Verus,5.22,408451701,15182.43,5.37,5.17,0.26957,2025-01-07T12:32:18.564Z,07-01-2025_18-11-46
basic-attention-token,Basic Attention,0.272211,407629744,64518675.0,0.291936,0.272087,-2.73795,2025-01-07T12:32:17.380Z,07-01-2025_18-11-46
resolv-usr,Resolv USR,1.001,407217430,8605732.0,1.013,0.99521,0.20564,2025-01-07T12:32:15.073Z,07-01-2025_18-11-46
usdb,USDB,0.99887,406215497,9728163.0,1.013,0.977007,0.43813,2025-01-07T12:32:19.516Z,07-01-2025_18-11-46
peaq-2,peaq,0.61679,403977504,27974834.0,0.664279,0.615074,-6.04542,2025-01-07T12:32:14.234Z,07-01-2025_18-11-46
celo,Celo,0.721747,403896596,41837838.0,0.747953,0.720057,-1.03197,2025-01-07T12:32:20.051Z,07-01-2025_18-11-46
hashnote-usyc,Hashnote USYC,1.072,402403520,407.2,1.075,1.07,-0.15037,2025-01-07T12:32:10.727Z,07-01-2025_18-11-46
